Sexo;Edad;Tipo_Persona;Calidad_Juridica
Masculino;18;FISICA;VICTIMA
Masculino;2;FISICA;VICTIMA
Masculino;14;FISICA;VICTIMA
Femenino;15;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;13;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;CADAVER
Masculino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;3;FISICA;VICTIMA
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;16;FISICA;VICTIMA
Masculino;6;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Femenino;47;FISICA;CADAVER
Femenino;15;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Femenino;1;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;1;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;6;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;CADAVER
Masculino;12;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;31;FISICA;CADAVER
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;70;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;CADAVER
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;50;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;79;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;1;FISICA;VICTIMA
Femenino;4;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;OFENDIDO
Femenino;78;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;66;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;15;FISICA;VICTIMA
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;93;FISICA;VICTIMA
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;48;FISICA;OFENDIDO
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;40;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;OFENDIDO
Masculino;39;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;64;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;68;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;19;FISICA;VICTIMA
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;66;FISICA;VICTIMA
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;63;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;46;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;15;FISICA;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;13;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;MORAL;CADAVER
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA
Masculino;63;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;58;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;2;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
Femenino;36;FISICA;OFENDIDO
Masculino;31;FISICA;VICTIMA
Masculino;27;FISICA;VICTIMA
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Femenino;50;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;44;FISICA;VICTIMA
Femenino;40;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;OFENDIDO
Masculino;42;FISICA;VICTIMA
Femenino;41;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;20;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;40;FISICA;OFENDIDO
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Femenino;42;FISICA;OFENDIDO
Masculino;26;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;46;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;26;FISICA;CADAVER
Masculino;0;FISICA;OFENDIDO
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA
Masculino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;30;FISICA;CADAVER
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Masculino;83;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;LESIONADO
Masculino;28;FISICA;CADAVER
Masculino;0;FISICA;VICTIMA
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;CADAVER
NA;0;MORAL;AGRAVIADO
Masculino;0;FISICA;CADAVER
Femenino;35;FISICA;OFENDIDO
Femenino;34;FISICA;OFENDIDO
Masculino;0;MORAL;CADAVER
Masculino;5;FISICA;VICTIMA
Masculino;23;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;5;FISICA;VICTIMA
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;19;FISICA;VICTIMA
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;62;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA
Femenino;12;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;15;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;CADAVER
Femenino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;9;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;45;MORAL;CADAVER
Femenino;22;FISICA;VICTIMA
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;CADAVER
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA
Femenino;55;FISICA;VICTIMA
Femenino;4;FISICA;VICTIMA
Masculino;56;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;31;FISICA;VICTIMA
Femenino;27;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Masculino;72;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;42;FISICA;CADAVER
Masculino;32;FISICA;CADAVER
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;28;FISICA;OFENDIDO
Femenino;16;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;CADAVER
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;16;FISICA;VICTIMA
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;68;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;CADAVER
Femenino;0;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;65;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;34;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;80;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;OFENDIDO
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;40;FISICA;OFENDIDO
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;31;FISICA;OFENDIDO
Femenino;57;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;AGRAVIADO
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
Femenino;0;FISICA;OFENDIDO
Masculino;8;FISICA;VICTIMA
Masculino;13;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Masculino;53;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;26;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;78;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;53;FISICA;OFENDIDO
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;73;FISICA;OFENDIDO
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;42;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;OFENDIDO
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;35;FISICA;OFENDIDO
Femenino;37;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;25;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;57;FISICA;OFENDIDO
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;60;FISICA;OFENDIDO
Masculino;64;FISICA;OFENDIDO
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;OFENDIDO
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;OFENDIDO
Femenino;66;FISICA;OFENDIDO
Masculino;41;FISICA;OFENDIDO
Femenino;96;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;VICTIMA Y DENUNCIANTE
Masculino;79;FISICA;VICTIMA Y DENUNCIANTE
Masculino;72;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;OFENDIDO
Femenino;55;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;OFENDIDO
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;77;FISICA;OFENDIDO
Femenino;25;FISICA;OFENDIDO Y DENUNCIANTE
